1709124507.476734 server started (31581): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1709124507.476760 on Linux 6.6.16-2-MANJARO #1 SMP PREEMPT_DYNAMIC Sat Feb 10 09:40:02 UTC 2024
1709124507.476766 using libevent 2.1.12-stable poll
1709124507.476767 using ncurses 6.4 20230520
1709124507.495271 xterm-256color 207: setaf: (string) \\033[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m
1709124507.495272 xterm-256color 208: setal: [missing]
1709124507.495272 xterm-256color 209: setrgbb: [missing]
1709124507.495273 xterm-256color 210: setrgbf: [missing]
1709124507.495274 xterm-256color 211: Setulc: [missing]
1709124507.495274 xterm-256color 212: Setulc1: [missing]
1709124507.495275 xterm-256color 213: sgr0: (string) \\033(B\\033[m
1709124507.495276 xterm-256color 214: sitm: (string) \\033[3m
1709124507.495276 xterm-256color 215: smacs: (string) \\033(0
1709124507.495277 xterm-256color 216: smcup: (string) \\033[?1049h\\033[22;0;0t
1709124507.495278 xterm-256color 217: smkx: (string) \\033[?1h\\033=
1709124507.495278 xterm-256color 218: Smol: [missing]
1709124507.495279 xterm-256color 219: smso: (string) \\033[7m
1709124507.495280 xterm-256color 220: smul: (string) \\033[4m
1709124507.495280 xterm-256color 221: Smulx: [missing]
1709124507.495281 xterm-256color 222: smxx: (string) \\033[9m
1709124507.495281 xterm-256color 223: Sxl: [missing]
1709124507.495282 xterm-256color 224: Ss: (string) \\033[%p1%d q
1709124507.495283 xterm-256color 225: Swd: [missing]
1709124507.495283 xterm-256color 226: Sync: [missing]
1709124507.495284 xterm-256color 227: Tc: [missing]
1709124507.495285 xterm-256color 228: tsl: (string) \\033]0;
1709124507.495285 xterm-256color 229: U8: [missing]
1709124507.495286 xterm-256color 230: vpa: (string) \\033[%i%p1%dd
1709124507.495287 xterm-256color 231: XT: (flag) true
1709124507.495293 /dev/pts/1: \033[?1049h\033[22;0;0t
1709124507.495293 /dev/pts/1: \033[?1h\033=
1709124507.495294 /dev/pts/1: \033[H\033[2J
1709124507.495295 /dev/pts/1: using UTF-8 for ACS
1709124507.495296 /dev/pts/1: \033[?12l\033[?25h
1709124507.495296 /dev/pts/1: \033[?1000l\033[?1002l\033[?1003l
1709124507.495297 /dev/pts/1: \033[?1006l\033[?1005l
1709124507.495297 /dev/pts/1: \033[?2004h
1709124507.495298 /dev/pts/1: \033(B\033[m
1709124507.495299 /dev/pts/1: \033[?12l\033[?25h
1709124507.495300 /dev/pts/1: current mode ALL
1709124507.495300 /dev/pts/1: setting mode CURSOR
1709124507.495301 /dev/pts/1: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1709124507.495307 /dev/pts/1: \033[1;1H
1709124507.495308 /dev/pts/1: \033[1;54r
1709124507.495309 new key \033[1;2P: 0x40000010e195 (S-F1)
1709124507.495310 new key \033[1;3P: 0x810000010e195 (M-F1[I])
1709124507.495311 new key \033[1;4P: 0x850000010e195 (M-S-F1[I])
1709124507.495312 new key \033[1;5P: 0x20000010e195 (C-F1)
1709124507.495313 new key \033[1;6P: 0x60000010e195 (C-S-F1)
1709124507.495314 new key \033[1;7P: 0x830000010e195 (C-M-F1[I])
1709124507.495314 new key \033[1;8P: 0x870000010e195 (C-M-S-F1[I])
1709124507.495315 new key \033[1;9P: 0x810000010e195 (M-F1[I])
1709124507.495316 new key \033O1;2P: 0x40000010e195 (S-F1)
1709124507.495317 new key \033O1;3P: 0x810000010e195 (M-F1[I])
1709124507.495317 new key \033O1;4P: 0x850000010e195 (M-S-F1[I])
1709124507.495318 new key \033O1;5P: 0x20000010e195 (C-F1)
1709124507.495319 new key \033O1;6P: 0x60000010e195 (C-S-F1)
1709124507.495320 new key \033O1;7P: 0x830000010e195 (C-M-F1[I])
1709124507.495320 new key \033O1;8P: 0x870000010e195 (C-M-S-F1[I])
1709124507.495321 new key \033O1;9P: 0x810000010e195 (M-F1[I])
1709124507.495322 new key \033O2P: 0x40000010e195 (S-F1)
1709124507.495322 new key \033O3P: 0x810000010e195 (M-F1[I])
1709124507.495323 new key \033O4P: 0x850000010e195 (M-S-F1[I])
1709124507.495324 new key \033O5P: 0x20000010e195 (C-F1)
1709124507.495325 new key \033O6P: 0x60000010e195 (C-S-F1)
1709124507.495325 new key \033O7P: 0x830000010e195 (C-M-F1[I])
1709124507.495326 new key \033O8P: 0x870000010e195 (C-M-S-F1[I])
1709124507.495328 new key \033O9P: 0x810000010e195 (M-F1[I])
1709124507.495328 new key \033[1;2Q: 0x40000010e196 (S-F2)
1709124507.495329 new key \033[1;3Q: 0x810000010e196 (M-F2[I])
1709124507.495330 new key \033[1;4Q: 0x850000010e196 (M-S-F2[I])
1709124507.495331 new key \033[1;5Q: 0x20000010e196 (C-F2)
1709124507.495331 new key \033[1;6Q: 0x60000010e196 (C-S-F2)
1709124507.495332 new key \033[1;7Q: 0x830000010e196 (C-M-F2[I])
1709124507.495333 new key \033[1;8Q: 0x870000010e196 (C-M-S-F2[I])
1709124507.495334 new key \033[1;9Q: 0x810000010e196 (M-F2[I])
1709124507.495334 new key \033O1;2Q: 0x40000010e196 (S-F2)
1709124507.495335 new key \033O1;3Q: 0x810000010e196 (M-F2[I])
1709124507.495336 new key \033O1;4Q: 0x850000010e196 (M-S-F2[I])
1709124507.495337 new key \033O1;5Q: 0x20000010e196 (C-F2)
1709124507.495337 new key \033O1;6Q: 0x60000010e196 (C-S-F2)
1709124507.495338 new key \033O1;7Q: 0x830000010e196 (C-M-F2[I])
1709124507.495339 new key \033O1;8Q: 0x870000010e196 (C-M-S-F2[I])
1709124507.495340 new key \033O1;9Q: 0x810000010e196 (M-F2[I])
1709124507.495340 new key \033O2Q: 0x40000010e196 (S-F2)
1709124507.495341 new key \033O3Q: 0x810000010e196 (M-F2[I])
1709124507.495342 new key \033O4Q: 0x850000010e196 (M-S-F2[I])
1709124507.495342 new key \033O5Q: 0x20000010e196 (C-F2)
1709124507.495343 new key \033O6Q: 0x60000010e196 (C-S-F2)
1709124507.495344 new key \033O7Q: 0x830000010e196 (C-M-F2[I])
1709124507.495344 new key \033O8Q: 0x870000010e196 (C-M-S-F2[I])
1709124507.495345 new key \033O9Q: 0x810000010e196 (M-F2[I])
1709124507.495346 new key \033[1;2R: 0x40000010e197 (S-F3)
1709124507.495347 new key \033[1;3R: 0x810000010e197 (M-F3[I])
1709124507.495347 new key \033[1;4R: 0x850000010e197 (M-S-F3[I])
1709124507.495348 new key \033[1;5R: 0x20000010e197 (C-F3)
1709124507.495349 new key \033[1;6R: 0x60000010e197 (C-S-F3)
1709124507.495349 new key \033[1;7R: 0x830000010e197 (C-M-F3[I])
1709124507.495350 new key \033[1;8R: 0x870000010e197 (C-M-S-F3[I])
1709124507.495351 new key \033[1;9R: 0x810000010e197 (M-F3[I])
1709124507.495352 new key \033O1;2R: 0x40000010e197 (S-F3)
1709124507.495352 new key \033O1;3R: 0x810000010e197 (M-F3[I])
1709124507.495353 new key \033O1;4R: 0x850000010e197 (M-S-F3[I])
1709124507.495354 new key \033O1;5R: 0x20000010e197 (C-F3)
1709124507.495355 new key \033O1;6R: 0x60000010e197 (C-S-F3)
1709124507.495355 new key \033O1;7R: 0x830000010e197 (C-M-F3[I])
1709124507.495356 new key \033O1;8R: 0x870000010e197 (C-M-S-F3[I])
1709124507.495357 new key \033O1;9R: 0x810000010e197 (M-F3[I])
1709124507.495357 new key \033O2R: 0x40000010e197 (S-F3)
1709124507.495358 new key \033O3R: 0x810000010e197 (M-F3[I])
1709124507.495359 new key \033O4R: 0x850000010e197 (M-S-F3[I])
1709124507.495359 new key \033O5R: 0x20000010e197 (C-F3)
1709124507.495360 new key \033O6R: 0x60000010e197 (C-S-F3)
1709124507.495361 new key \033O7R: 0x830000010e197 (C-M-F3[I])
1709124507.495362 new key \033O8R: 0x870000010e197 (C-M-S-F3[I])
1709124507.495363 new key \033O9R: 0x810000010e197 (M-F3[I])
1709124507.495363 new key \033[1;2S: 0x40000010e198 (S-F4)
1709124507.495364 new key \033[1;3S: 0x810000010e198 (M-F4[I])
1709124507.495365 new key \033[1;4S: 0x850000010e198 (M-S-F4[I])
1709124507.495366 new key \033[1;5S: 0x20000010e198 (C-F4)
1709124507.495366 new key \033[1;6S: 0x60000010e198 (C-S-F4)
1709124507.495367 new key \033[1;7S: 0x830000010e198 (C-M-F4[I])
1709124507.495368 new key \033[1;8S: 0x870000010e198 (C-M-S-F4[I])
1709124507.495369 new key \033[1;9S: 0x810000010e198 (M-F4[I])
1709124507.495369 new key \033O1;2S: 0x40000010e198 (S-F4)
1709124507.495370 new key \033O1;3S: 0x810000010e198 (M-F4[I])
1709124507.495371 new key \033O1;4S: 0x850000010e198 (M-S-F4[I])
1709124507.495372 new key \033O1;5S: 0x20000010e198 (C-F4)
1709124507.495372 new key \033O1;6S: 0x60000010e198 (C-S-F4)
1709124507.495373 new key \033O1;7S: 0x830000010e198 (C-M-F4[I])
1709124507.495374 new key \033O1;8S: 0x870000010e198 (C-M-S-F4[I])
1709124507.495374 new key \033O1;9S: 0x810000010e198 (M-F4[I])
1709124507.495375 new key \033O2S: 0x40000010e198 (S-F4)
1709124507.495377 new key \033O3S: 0x810000010e198 (M-F4[I])
1709124507.495377 new key \033O4S: 0x850000010e198 (M-S-F4[I])
1709124507.495378 new key \033O5S: 0x20000010e198 (C-F4)
1709124507.495379 new key \033O6S: 0x60000010e198 (C-S-F4)
1709124507.495380 new key \033O7S: 0x830000010e198 (C-M-F4[I])
1709124507.495380 new key \033O8S: 0x870000010e198 (C-M-S-F4[I])
1709124507.495381 new key \033O9S: 0x810000010e198 (M-F4[I])
1709124507.495382 new key \033[15;2~: 0x40000010e199 (S-F5)
1709124507.495383 new key \033[15;3~: 0x810000010e199 (M-F5[I])
1709124507.495384 new key \033[15;4~: 0x850000010e199 (M-S-F5[I])
1709124507.495384 new key \033[15;5~: 0x20000010e199 (C-F5)
1709124507.495385 new key \033[15;6~: 0x60000010e199 (C-S-F5)
1709124507.495386 new key \033[15;7~: 0x830000010e199 (C-M-F5[I])
1709124507.495387 new key \033[15;8~: 0x870000010e199 (C-M-S-F5[I])
1709124507.495387 new key \033[15;9~: 0x810000010e199 (M-F5[I])
1709124507.495388 new key \033[17;2~: 0x40000010e19a (S-F6)
1709124507.495389 new key \033[17;3~: 0x810000010e19a (M-F6[I])
1709124507.495390 new key \033[17;4~: 0x850000010e19a (M-S-F6[I])
1709124507.495390 new key \033[17;5~: 0x20000010e19a (C-F6)
1709124507.495391 new key \033[17;6~: 0x60000010e19a (C-S-F6)
1709124507.495392 new key \033[17;7~: 0x830000010e19a (C-M-F6[I])
1709124507.495393 new key \033[17;8~: 0x870000010e19a (C-M-S-F6[I])
1709124507.495393 new key \033[17;9~: 0x810000010e19a (M-F6[I])
1709124507.495394 new key \033[18;2~: 0x40000010e19b (S-F7)
1709124507.495395 new key \033[18;3~: 0x810000010e19b (M-F7[I])
1709124507.495396 new key \033[18;4~: 0x850000010e19b (M-S-F7[I])
1709124507.495396 new key \033[18;5~: 0x20000010e19b (C-F7)
1709124507.495397 new key \033[18;6~: 0x60000010e19b (C-S-F7)
1709124507.495398 new key \033[18;7~: 0x830000010e19b (C-M-F7[I])
1709124507.495399 new key \033[18;8~: 0x870000010e19b (C-M-S-F7[I])
1709124507.495399 new key \033[18;9~: 0x810000010e19b (M-F7[I])
1709124507.495400 new key \033[19;2~: 0x40000010e19c (S-F8)
1709124507.495401 new key \033[19;3~: 0x810000010e19c (M-F8[I])
1709124507.495402 new key \033[19;4~: 0x850000010e19c (M-S-F8[I])
1709124507.495402 new key \033[19;5~: 0x20000010e19c (C-F8)
1709124507.495403 new key \033[19;6~: 0x60000010e19c (C-S-F8)
1709124507.495404 new key \033[19;7~: 0x830000010e19c (C-M-F8[I])
1709124507.495405 new key \033[19;8~: 0x870000010e19c (C-M-S-F8[I])
1709124507.495405 new key \033[19;9~: 0x810000010e19c (M-F8[I])
1709124507.495406 new key \033[20;2~: 0x40000010e19d (S-F9)
1709124507.495407 new key \033[20;3~: 0x810000010e19d (M-F9[I])
1709124507.495408 new key \033[20;4~: 0x850000010e19d (M-S-F9[I])
1709124507.495408 new key \033[20;5~: 0x20000010e19d (C-F9)
1709124507.495409 new key \033[20;6~: 0x60000010e19d (C-S-F9)
1709124507.495410 new key \033[20;7~: 0x830000010e19d (C-M-F9[I])
1709124507.495410 new key \033[20;8~: 0x870000010e19d (C-M-S-F9[I])
1709124507.495411 new key \033[20;9~: 0x810000010e19d (M-F9[I])
1709124507.495412 new key \033[21;2~: 0x40000010e19e (S-F10)
1709124507.495413 new key \033[21;3~: 0x810000010e19e (M-F10[I])
1709124507.495413 new key \033[21;4~: 0x850000010e19e (M-S-F10[I])
1709124507.495414 new key \033[21;5~: 0x20000010e19e (C-F10)
1709124507.495415 new key \033[21;6~: 0x60000010e19e (C-S-F10)
1709124507.495416 new key \033[21;7~: 0x830000010e19e (C-M-F10[I])
1709124507.495416 new key \033[21;8~: 0x870000010e19e (C-M-S-F10[I])
1709124507.495417 new key \033[21;9~: 0x810000010e19e (M-F10[I])
1709124507.495418 new key \033[23;2~: 0x40000010e19f (S-F11)
1709124507.495419 new key \033[23;3~: 0x810000010e19f (M-F11[I])
1709124507.495419 new key \033[23;4~: 0x850000010e19f (M-S-F11[I])
1709124507.495420 new key \033[23;5~: 0x20000010e19f (C-F11)
1709124507.495421 new key \033[23;6~: 0x60000010e19f (C-S-F11)
1709124507.495422 new key \033[23;7~: 0x830000010e19f (C-M-F11[I])
1709124507.495422 new key \033[23;8~: 0x870000010e19f (C-M-S-F11[I])
1709124507.495423 new key \033[23;9~: 0x810000010e19f (M-F11[I])
1709124507.495424 new key \033[24;2~: 0x40000010e1a0 (S-F12)
1709124507.495426 new key \033[24;3~: 0x810000010e1a0 (M-F12[I])
1709124507.495426 new key \033[24;4~: 0x850000010e1a0 (M-S-F12[I])
1709124507.495427 new key \033[24;5~: 0x20000010e1a0 (C-F12)
1709124507.495428 new key \033[24;6~: 0x60000010e1a0 (C-S-F12)
1709124507.495429 new key \033[24;7~: 0x830000010e1a0 (C-M-F12[I])
1709124507.495430 new key \033[24;8~: 0x870000010e1a0 (C-M-S-F12[I])
1709124507.495430 new key \033[24;9~: 0x810000010e1a0 (M-F12[I])
1709124507.495431 new key \033[1;2A: 0x40000010e1a8 (S-Up)
1709124507.495432 new key \033[1;3A: 0x810000010e1a8 (M-Up[I])
1709124507.495433 new key \033[1;4A: 0x850000010e1a8 (M-S-Up[I])
1709124507.495434 new key \033[1;5A: 0x20000010e1a8 (C-Up)
1709124507.495434 new key \033[1;6A: 0x60000010e1a8 (C-S-Up)
1709124507.495435 new key \033[1;7A: 0x830000010e1a8 (C-M-Up[I])
1709124507.495436 new key \033[1;8A: 0x870000010e1a8 (C-M-S-Up[I])
1709124507.495437 new key \033[1;9A: 0x810000010e1a8 (M-Up[I])
1709124507.495437 new key \033[1;2B: 0x40000010e1a9 (S-Down)
1709124507.495438 new key \033[1;3B: 0x810000010e1a9 (M-Down[I])
1709124507.495439 new key \033[1;4B: 0x850000010e1a9 (M-S-Down[I])
1709124507.495440 new key \033[1;5B: 0x20000010e1a9 (C-Down)
1709124507.495440 new key \033[1;6B: 0x60000010e1a9 (C-S-Down)
1709124507.495441 new key \033[1;7B: 0x830000010e1a9 (C-M-Down[I])
1709124507.495442 new key \033[1;8B: 0x870000010e1a9 (C-M-S-Down[I])
1709124507.495443 new key \033[1;9B: 0x810000010e1a9 (M-Down[I])
1709124507.495443 new key \033[1;2C: 0x40000010e1ab (S-Right)
1709124507.495444 new key \033[1;3C: 0x810000010e1ab (M-Right[I])
1709124507.495445 new key \033[1;4C: 0x850000010e1ab (M-S-Right[I])
1709124507.495446 new key \033[1;5C: 0x20000010e1ab (C-Right)
1709124507.495446 new key \033[1;6C: 0x60000010e1ab (C-S-Right)
1709124507.495447 new key \033[1;7C: 0x830000010e1ab (C-M-Right[I])
1709124507.495448 new key \033[1;8C: 0x870000010e1ab (C-M-S-Right[I])
1709124507.495449 new key \033[1;9C: 0x810000010e1ab (M-Right[I])
1709124507.495450 new key \033[1;2D: 0x40000010e1aa (S-Left)
1709124507.495450 new key \033[1;3D: 0x810000010e1aa (M-Left[I])
1709124507.495451 new key \033[1;4D: 0x850000010e1aa (M-S-Left[I])
1709124507.495452 new key \033[1;5D: 0x20000010e1aa (C-Left)
1709124507.495453 new key \033[1;6D: 0x60000010e1aa (C-S-Left)
1709124507.495453 new key \033[1;7D: 0x830000010e1aa (C-M-Left[I])
1709124507.495454 new key \033[1;8D: 0x870000010e1aa (C-M-S-Left[I])
1709124507.495455 new key \033[1;9D: 0x810000010e1aa (M-Left[I])
1709124507.495456 new key \033[1;2H: 0x40000010e1a3 (S-Home)
1709124507.495456 new key \033[1;3H: 0x810000010e1a3 (M-Home[I])
1709124507.495457 new key \033[1;4H: 0x850000010e1a3 (M-S-Home[I])
1709124507.495458 new key \033[1;5H: 0x20000010e1a3 (C-Home)
1709124507.495459 new key \033[1;6H: 0x60000010e1a3 (C-S-Home)
1709124507.495460 new key \033[1;7H: 0x830000010e1a3 (C-M-Home[I])
1709124507.495460 new key \033[1;8H: 0x870000010e1a3 (C-M-S-Home[I])
1709124507.495461 new key \033[1;9H: 0x810000010e1a3 (M-Home[I])
1709124507.495462 new key \033[1;2F: 0x40000010e1a4 (S-End)
1709124507.495463 new key \033[1;3F: 0x810000010e1a4 (M-End[I])
1709124507.495463 new key \033[1;4F: 0x850000010e1a4 (M-S-End[I])
1709124507.495464 new key \033[1;5F: 0x20000010e1a4 (C-End)
1709124507.495465 new key \033[1;6F: 0x60000010e1a4 (C-S-End)
1709124507.495466 new key \033[1;7F: 0x830000010e1a4 (C-M-End[I])
1709124507.495466 new key \033[1;8F: 0x870000010e1a4 (C-M-S-End[I])
1709124507.495467 new key \033[1;9F: 0x810000010e1a4 (M-End[I])
1709124507.495468 new key \033[5;2~: 0x40000010e1a6 (S-PPage)
1709124507.495469 new key \033[5;3~: 0x810000010e1a6 (M-PPage[I])
1709124507.495469 new key \033[5;4~: 0x850000010e1a6 (M-S-PPage[I])
1709124507.495470 new key \033[5;5~: 0x20000010e1a6 (C-PPage)
1709124507.495471 new key \033[5;6~: 0x60000010e1a6 (C-S-PPage)
1709124507.495472 new key \033[5;7~: 0x830000010e1a6 (C-M-PPage[I])
1709124507.495473 new key \033[5;8~: 0x870000010e1a6 (C-M-S-PPage[I])
1709124507.495473 new key \033[5;9~: 0x810000010e1a6 (M-PPage[I])
1709124507.495475 new key \033[6;2~: 0x40000010e1a5 (S-NPage)
1709124507.495476 new key \033[6;3~: 0x810000010e1a5 (M-NPage[I])
1709124507.495477 new key \033[6;4~: 0x850000010e1a5 (M-S-NPage[I])
1709124507.495478 new key \033[6;5~: 0x20000010e1a5 (C-NPage)
1709124507.495478 new key \033[6;6~: 0x60000010e1a5 (C-S-NPage)
1709124507.495479 new key \033[6;7~: 0x830000010e1a5 (C-M-NPage[I])
1709124507.495480 new key \033[6;8~: 0x870000010e1a5 (C-M-S-NPage[I])
1709124507.495481 new key \033[6;9~: 0x810000010e1a5 (M-NPage[I])
1709124507.495481 new key \033[2;2~: 0x40000010e1a1 (S-IC)
1709124507.495482 new key \033[2;3~: 0x810000010e1a1 (M-IC[I])
1709124507.495483 new key \033[2;4~: 0x850000010e1a1 (M-S-IC[I])
1709124507.495484 new key \033[2;5~: 0x20000010e1a1 (C-IC)
1709124507.495484 new key \033[2;6~: 0x60000010e1a1 (C-S-IC)
1709124507.495485 new key \033[2;7~: 0x830000010e1a1 (C-M-IC[I])
1709124507.495486 new key \033[2;8~: 0x870000010e1a1 (C-M-S-IC[I])
1709124507.495487 new key \033[2;9~: 0x810000010e1a1 (M-IC[I])
1709124507.495488 new key \033[3;2~: 0x40000010e1a2 (S-DC)
1709124507.495488 new key \033[3;3~: 0x810000010e1a2 (M-DC[I])
1709124507.495489 new key \033[3;4~: 0x850000010e1a2 (M-S-DC[I])
1709124507.495490 new key \033[3;5~: 0x20000010e1a2 (C-DC)
1709124507.495491 new key \033[3;6~: 0x60000010e1a2 (C-S-DC)
1709124507.495491 new key \033[3;7~: 0x830000010e1a2 (C-M-DC[I])
1709124507.495492 new key \033[3;8~: 0x870000010e1a2 (C-M-S-DC[I])
1709124507.495493 new key \033[3;9~: 0x810000010e1a2 (M-DC[I])
1709124507.495494 new key \033O[: 0x1b (Escape)
1709124507.495495 new key \033Oo: 0x200000010e1ac (KP/[K])
1709124507.495496 new key \033Oj: 0x200000010e1ad (KP*[K])
1709124507.495496 new key \033Om: 0x200000010e1ae (KP-[K])
1709124507.495497 new key \033Ow: 0x200000010e1af (KP7[K])
1709124507.495498 new key \033Ox: 0x200000010e1b0 (KP8[K])
1709124507.495499 new key \033Oy: 0x200000010e1b1 (KP9[K])
1709124507.495499 new key \033Ok: 0x200000010e1b2 (KP+[K])
1709124507.495500 new key \033Ot: 0x200000010e1b3 (KP4[K])
1709124507.495501 new key \033Ou: 0x200000010e1b4 (KP5[K])
1709124507.495501 new key \033Ov: 0x200000010e1b5 (KP6[K])
1709124507.495502 new key \033Oq: 0x200000010e1b6 (KP1[K])
1709124507.495503 new key \033Or: 0x200000010e1b7 (KP2[K])
1709124507.495503 new key \033Os: 0x200000010e1b8 (KP3[K])
1709124507.495504 new key \033OM: 0x200000010e1b9 (KPEnter[K])
1709124507.495505 new key \033Op: 0x200000010e1ba (KP0[K])
1709124507.495506 new key \033On: 0x200000010e1bb (KP.[K])
1709124507.495506 new key \033OA: 0x400000010e1a8 (Up[C])
1709124507.495507 new key \033OB: 0x400000010e1a9 (Down[C])
1709124507.495508 new key \033OC: 0x400000010e1ab (Right[C])
1709124507.495509 new key \033OD: 0x400000010e1aa (Left[C])
1709124507.495509 new key \033[A: 0x400000010e1a8 (Up[C])
1709124507.495510 new key \033[B: 0x400000010e1a9 (Down[C])
1709124507.495511 new key \033[C: 0x400000010e1ab (Right[C])
1709124507.495512 new key \033[D: 0x400000010e1aa (Left[C])
1709124507.495512 new key \033\033OA: 0x410000010e1a8 (M-Up[C])
1709124507.495513 new key \033\033OB: 0x410000010e1a9 (M-Down[C])
1709124507.495514 new key \033\033OC: 0x410000010e1ab (M-Right[C])
1709124507.495515 new key \033\033OD: 0x410000010e1aa (M-Left[C])
1709124507.495515 new key \033\033[A: 0x410000010e1a8 (M-Up[C])
1709124507.495516 new key \033\033[B: 0x410000010e1a9 (M-Down[C])
1709124507.495517 new key \033\033[C: 0x410000010e1ab (M-Right[C])
1709124507.495518 new key \033\033[D: 0x410000010e1aa (M-Left[C])
1709124507.495518 new key \033OH: 0x10e1a3 (Home)
1709124507.495519 new key \033OF: 0x10e1a4 (End)
1709124507.495520 new key \033\033OH: 0x810000010e1a3 (M-Home[I])
1709124507.495521 new key \033\033OF: 0x810000010e1a4 (M-End[I])
1709124507.495521 new key \033[H: 0x10e1a3 (Home)
1709124507.495522 new key \033[F: 0x10e1a4 (End)
1709124507.495523 new key \033\033[H: 0x810000010e1a3 (M-Home[I])
1709124507.495523 new key \033\033[F: 0x810000010e1a4 (M-End[I])
1709124507.495524 new key \033Oa: 0x20000010e1a8 (C-Up)
1709124507.495525 new key \033Ob: 0x20000010e1a9 (C-Down)
1709124507.495527 new key \033Oc: 0x20000010e1ab (C-Right)
1709124507.495527 new key \033Od: 0x20000010e1aa (C-Left)
1709124507.495528 new key \033[a: 0x40000010e1a8 (S-Up)
1709124507.495529 new key \033[b: 0x40000010e1a9 (S-Down)
1709124507.495530 new key \033[c: 0x40000010e1ab (S-Right)
1709124507.495530 new key \033[d: 0x40000010e1aa (S-Left)
1709124507.495531 new key \033[11~: 0x10e195 (F1)
1709124507.495532 new key \033[12~: 0x10e196 (F2)
1709124507.495532 new key \033[13~: 0x10e197 (F3)
1709124507.495533 new key \033[14~: 0x10e198 (F4)
1709124507.495534 new key \033[15~: 0x10e199 (F5)
1709124507.495534 new key \033[17~: 0x10e19a (F6)
1709124507.495535 new key \033[18~: 0x10e19b (F7)
1709124507.495535 new key \033[19~: 0x10e19c (F8)
1709124507.495536 new key \033[20~: 0x10e19d (F9)
1709124507.495537 new key \033[21~: 0x10e19e (F10)
1709124507.495537 new key \033[23~: 0x40000010e195 (S-F1)
1709124507.495538 new key \033[24~: 0x40000010e196 (S-F2)
1709124507.495539 new key \033[25~: 0x40000010e197 (S-F3)
1709124507.495539 new key \033[26~: 0x40000010e198 (S-F4)
1709124507.495540 new key \033[28~: 0x40000010e199 (S-F5)
1709124507.495541 new key \033[29~: 0x40000010e19a (S-F6)
1709124507.495542 new key \033[31~: 0x40000010e19b (S-F7)
1709124507.495542 new key \033[32~: 0x40000010e19c (S-F8)
1709124507.495543 new key \033[33~: 0x40000010e19d (S-F9)
1709124507.495544 new key \033[34~: 0x40000010e19e (S-F10)
1709124507.495544 new key \033[23$: 0x40000010e19f (S-F11)
1709124507.495545 new key \033[24$: 0x40000010e1a0 (S-F12)
1709124507.495546 new key \033[11^: 0x20000010e195 (C-F1)
1709124507.495547 new key \033[12^: 0x20000010e196 (C-F2)
1709124507.495547 new key \033[13^: 0x20000010e197 (C-F3)
1709124507.495548 new key \033[14^: 0x20000010e198 (C-F4)
1709124507.495549 new key \033[15^: 0x20000010e199 (C-F5)
1709124507.495549 new key \033[17^: 0x20000010e19a (C-F6)
1709124507.495550 new key \033[18^: 0x20000010e19b (C-F7)
1709124507.495551 new key \033[19^: 0x20000010e19c (C-F8)
1709124507.495552 new key \033[20^: 0x20000010e19d (C-F9)
1709124507.495552 new key \033[21^: 0x20000010e19e (C-F10)
1709124507.495553 new key \033[23^: 0x20000010e19f (C-F11)
1709124507.495554 new key \033[24^: 0x20000010e1a0 (C-F12)
1709124507.495554 new key \033[11@: 0x60000010e195 (C-S-F1)
1709124507.495555 new key \033[12@: 0x60000010e196 (C-S-F2)
1709124507.495556 new key \033[13@: 0x60000010e197 (C-S-F3)
1709124507.495556 new key \033[14@: 0x60000010e198 (C-S-F4)
1709124507.495557 new key \033[15@: 0x60000010e199 (C-S-F5)
1709124507.495558 new key \033[17@: 0x60000010e19a (C-S-F6)
1709124507.495558 new key \033[18@: 0x60000010e19b (C-S-F7)
1709124507.495559 new key \033[19@: 0x60000010e19c (C-S-F8)
1709124507.495560 new key \033[20@: 0x60000010e19d (C-S-F9)
1709124507.495560 new key \033[21@: 0x60000010e19e (C-S-F10)
1709124507.495561 new key \033[23@: 0x60000010e19f (C-S-F11)
1709124507.495562 new key \033[24@: 0x60000010e1a0 (C-S-F12)
1709124507.495563 new key \033[I: 0x10e000 (FocusIn)
1709124507.495563 new key \033[O: 0x10e001 (FocusOut)
1709124507.495564 new key \033[200~: 0x10e003 (PasteStart)
1709124507.495565 new key \033[201~: 0x10e004 (PasteEnd)
1709124507.495566 new key \033[1;5Z: 0x600000000009 (C-S-Tab)
1709124507.495567 new key \033OP: 0x10e195 (F1)
1709124507.495567 new key \033OQ: 0x10e196 (F2)
1709124507.495568 new key \033OR: 0x10e197 (F3)
1709124507.495569 new key \033OS: 0x10e198 (F4)
1709124507.495569 replacing key \033[15~: 0x10e199 (F5)
1709124507.495570 replacing key \033[17~: 0x10e19a (F6)
1709124507.495571 replacing key \033[18~: 0x10e19b (F7)
1709124507.495571 replacing key \033[19~: 0x10e19c (F8)
1709124507.495572 replacing key \033[20~: 0x10e19d (F9)
1709124507.495573 replacing key \033[21~: 0x10e19e (F10)
1709124507.495573 replacing key \033[23~: 0x10e19f (F11)
1709124507.495574 replacing key \033[24~: 0x10e1a0 (F12)
1709124507.495574 replacing key \033[1;2P: 0x40000010e195 (S-F1)
1709124507.495575 replacing key \033[1;2Q: 0x40000010e196 (S-F2)
